"","Messy text"
"441","#Naughty #humor #Funny Stay woke

#NaughtyHumor, #Funny, #sarcastic, #FunJokes, #FunnyIm＃ http://twitter.com/Naughty_Humor<U+00A0> pic.twitter.com/1fchoGDFYh"
"442","Why can't no one tell that I'm being sarcastic?  #sarcastic "
"443","Great! Going food shopping #sarcastic #boring #shopping"
"444","So lets just be #sarcastic, its healthy;D http://www.inc.com/jessica-stillman/why-sarcastic-people-are-more-successful.html<U+00A0>＃"
"445","@TheFunnyTeens Amenz! #sarcastic #genomics #Strength #dating parent #Yale #Oxford #single moms hell #inspirational quotes #inspirational #21"
"446","#Naughty #humor #Funny Knees week, arms are

#NaughtyHumor, #Funny, #sarcastic, #FunJoke＃ http://twitter.com/Naughty_Humor<U+00A0> pic.twitter.com/dtR25b1Bca"
"447","Yup birthday week going just fine ... #sarcastic"
"448","#Naughty #humor #Funny Cookin at work, eati

#NaughtyHumor, #Funny, #sarcastic, #FunJoke＃ http://twitter.com/Naughty_Humor<U+00A0> pic.twitter.com/dv1OCxMW7B"
"449","RT @JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited  http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃"
"450",""" A #Sarcastic Mall Rat As If """
"451","When your friends know you have to grind homework on a Friday night and still snapchat you saying you're lame >> #sweet #sarcastic"
"452","You know... I think I'm gonna end up bingeing on South Park now. Just what I need... #sarcastic"
"453","#007 #bond has been spotted moving his @astonmartin in a top secret lorry #sarcastic pic.twitter.com/3pAiksYSHx"
"454","Just practicing my Satire in my class discussion boards  #Sarcastic #Annoyed #PeopleAtJJC"
"455","@j_holla89 they ain't ready Bruh #labelmethebadguy #sarcastic #philosophical #asshole＃ https://instagram.com/p/-U1XQ-glGB/<U+00A0>"
"456","#wallpaper #Popular on #500px : #Sarcastic Darkness by @tcfundasertdemir http://ift.tt/1jbSrU7<U+00A0> #dhardingsea pic.twitter.com/ZVzeYP8NZ8"
"457","Can a person favor their own tweets#confused #sarcastic"
"458","Riggghhhtttt? #sarcastic #takenote  https://twitter.com/garthworld/status/667823235036110848<U+00A0>＃"
"459","Holy shit! Society as we now know it is ending with Kylie and Tyga splitting up! Of course, I'm being #sarcastic and I just don't care."
"460","I got 4 hours of sleep lastnight! I should go and buy a lottery ticket! #sarcastic #misssleep I guess 4 hours is better than nothing! "
"461","wow I am amazed at the physical shape of @RoryK_9, keep it up. #sarcastic #capecobras #SSCricket #trekindaaipens @RAM_Cricket"
"462","That moment when you reply to teacher's #sarcastic comment with an even more sarcastic remark/gesture."
"463","Actually a true statement about me. Lol #statement #truth #sarcasm #sarcastic #asshole https://instagram.com/p/-UAaoSK6Dq/<U+00A0>"
"464","@mics147 @MuddPhil @ibsf @mkammah You're too kind :P #sarcastic"
"465","@SharkDancing @rfortitude #sarcastic Great! #sarcasm"
"466","NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃ ＃  "
"467","@David_Cameron so pleased you practising what you preach David, we truly are all in it together aren't we? #Sarcastic #Yes"
"468","It's taken 2 or so years but finally got 4G in Exeter #Finally #ThanksForKeepingYourPromiseO2 #Sarcastic"
"469","#Naughty #humor #Funny This is when you kno

#NaughtyHumor, #Funny, #sarcastic, #FunJoke＃ http://twitter.com/Naughty_Humor<U+00A0> pic.twitter.com/goOMAxtKnh"
"470","Retweeted Jan Romes (@JanRomes):

NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful... http://fb.me/4hd0DTWAR<U+00A0>"
"471","Retweeted Jan Romes (@JanRomes):

NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful... http://fb.me/2ftE1W9hA<U+00A0>"
"472","#Naughty #humor #Funny thicker than a bowl 

#NaughtyHumor, #Funny, #sarcastic, #FunJoke＃ http://twitter.com/Naughty_Humor<U+00A0> pic.twitter.com/JDEqIdwjlS"
"473","Retweeted Jan Romes (@JanRomes):

NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful... http://fb.me/3MVVzpfbH<U+00A0>"
"474","In a #sarcastic comment over the soaring prices of #pulses, Shiv #Sena advised #Fadnavis to listen to his wife... http://fb.me/6W2aaOegU<U+00A0>"
"475","I need a #sarcastic soulmate."
"476","RT GeneralGCuster As #Funny & #Sarcastic as you are, you should have 5,500 followers. Love how the CBS KNX1070 eve＃ https://twitter.com/KNXSteve/status/664970660737761280<U+00A0>＃"
"477","As #Funny & #Sarcastic as you are, you should have 5,500 followers. Love how the @CBS @KNX1070 even reaches #Reno ! https://twitter.com/KNXSteve/status/664970660737761280<U+00A0>＃"
"478","Presenter: He is Pavan. You have to watch him, because he can be #sarcastic 
Student: yeah? Say something sarcastic
Me: Pleased to meet you"
"479","RT @JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited  http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃"
"480","@saintslugger @BradBeauJordyn don't get me started on him. But geez, he's a good bloke isn't he. #sarcastic"
"481","1828
Ok so I lost to Jackson, thanks for your votes America #sarcastic whatever have fun aj #alsosarcastic"
"482","Ahh this is how you make it healthier. #oreos #peanutbutter #sarcastic #college https://instagram.com/p/-SwMEmOEru/<U+00A0>"
"483","Dear @Target, sometimes your packaging makes me question my mental health. Sincerely, Am I Doing This Right. #sarcastic #iloveyoutarget"
"484","@MomCBS can't wait #mom east coast in 10 min #funny #sarcastic #real #sober #partytime "
"485","@PaulKuharskyNFL Sankey could always be a great kickoff returner! #Sarcastic #Bust"
"486","#oppressed #Muslims #playing #Basketball do U sense the #sarcastic #Tone #MuslimsAreNotTerorist #OpNimr #NotInMyName pic.twitter.com/NsAl6XaCOn"
"487","#WhatINeedToHearRightNow is congratulations you didn't screwup this time. #sarcastic #humor"
"488","I just love when all the printers at the school are jammed literally. Every last one. #sarcastic #annoyed"
"489","Mens #Sarcastic Comment 'Loading' #Tshirt, teal. http://bit.ly/1LcCS8w<U+00A0>"
"490","Too civilized to use my bare hands to eat. Get my pure gold spoon, will ya? #sarcastic"
"491","I'm SO glad our government is run by islamophobic cowardly bastards (': #sarcastic"
"492","Since France attacks Syria for ISIS no one cares to change their profile picture. #Sarcastic"
"493","I should remember this one! #ecards #sarcastic pic.twitter.com/nIGlWrLuZl"
"494","@JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃ ＃ "
"495","Things are doing well for Ben Williamson since he left Vale. On loan at Cambridge utd now. Haha. #pvfc #sarcastic"
"496","@guardian Oh because no woman has ever pandered to men. #sarcastic LOL"
"497","Turnout tonight @boltoncouncil  Christmas switch on is fantastic #sarcastic #noonethere"
"498","@themotleyfool yeah but I have 'indicators' that get me in and out of the market with accuracy #sarcastic"
"499","Today is AWESOME #sarcastic"
"500","And the most #sarcastic #bill name award goes to Rep. Engel with ""Flamethrowers? Really? Act"" #Congress #HR4009"
"501","Already a great day #sarcastic tweet"
"502","""I know nothing about what happened to your Goldfish, really!""
#GalaxyS6 #Sarcastic #Monochrome＃ https://instagram.com/p/-RVSFJGZ4C/<U+00A0>"
"503","Beijing vows justice as ISIS kills Chinese, Norwegian hostages @CNN http://cnn.it/1HZZkhL<U+00A0> yeah i bet they do  #sarcastic"
"504","#thestruggles of being #sarcastic pic.twitter.com/ivlUKNzoxL"
"505","well that went great #sarcastic"
"506","A cheery Thursday morning read #sarcastic https://twitter.com/BBCBusiness/status/667328708831760384<U+00A0>＃"
"507","@DailyMirror can understand why she did it #sarcastic xx"
"508","@MatchesMalone I was being #sarcastic, Your #heart didn't #connect to your #mind  fast enough to get it properly."
"509","Hand me a pen, darling. I＊ll write the story we should＊ve lived. 
#sarcastic #imagination"
"510","RT @JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited  http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃"
"511","If sarcasm is your thing. This is the Christmas card for you available on Etsy. #etsy #christmas #sarcastic #Xmas  http://etsy.me/1MvIKNp<U+00A0>"
"512","Throwback Thursdays ux <f0><U+009F><U+0099><U+0083>#tbExcuse #IJustWantToPostASelfie #sarcastic＃ https://instagram.com/p/-Qlq7wgH5Piu5tP76LTkeUUMIfsIIFqil7UdU0/<U+00A0>＃"
"513","@jamieeneutron #Sarcastic CHAROT HAHAHAHA. WHEEEEEEN"
"514","How dare you do this to me now, TimeHop????!!! #sarcastic #jokelang #stillsmilingtho https://instagram.com/p/-QGk2IjOvz/<U+00A0>"
"515","Retweeted Jan Romes (@JanRomes):

NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful... http://fb.me/7wqzxYATv<U+00A0>"
"516","Aristotle makes me want to jump for joy  #brainhurts #joy #Sarcastic"
"517","Im trying to finish writing for porno movie, but there are just too many holes in the plot.
#puns #sarcastic #sex #work"
"518","Yeah! #SkyQ 'could' push monthly payments over the ㏒100 mark! That's great value for money when it's all nothing but repeats!  #sarcastic"
"519","Being sarcastic. People say I'm rude! 
#sarcastic"
"520","@rogercraigsmith Aww, you look so cute! #Sarcastic"
"521","Why can't anyone date me? Maybe cause your like a car on the highway.. You stop for every passenger you see. #sarcastic"
"522","Love how @OriginalFunko can post 100xs a day but can't answer a simple question from a client #greatcustomerservice #sarcastic #commonbro"
"523","I love him lol@diegolegos #sarcastic pic.twitter.com/RtyucLk2jc"
"524","@SkiColumbia great day of work #sarcastic tweet pic.twitter.com/dtx1FZtUWc"
"525","If this presentation gets anymore lively they might have to shut it down #sarcastic"
"526","Twisted bitch that I am #sarcasm #sarcastic #tongueincheek #funny #instaquote https://instagram.com/p/-O4BFkh8dS/<U+00A0>"
"527","RT @JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited  http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃"
"528","""ISIS dissolves itself after that their chief read the quaran for the first time"" http://www.legorafi.fr/2015/11/18/letat-islamique-annonce-sa-dissolution-apres-que-son-chef-a-lu-le-coran-pour-la-premiere-fois/<U+00A0>＃ #Sarcastic #Humor #OpISIS"
"529","JanRomes  ﹞ Oct 14  
NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃ ＃ "
"530","Stay wondering, levels. Ha-ha-ha...  #sarcastic https://twitter.com/selfamused/status/666965339415158784<U+00A0>＃"
"531","Whole world is standing by French and here's our Censor Board which is not even standing by a French kiss.#sarcastic #funny"
"532","Dunno if I sound so rude today... Slammed 2 person using email... #sarcastic"
"533","@veganoso and for those on the Internet with knees primed to jerk. #Sarcastic"
"534","@JumiaNGHelp @JumiaNigeria And 18hrs after I sent a PM I am yet to get a response. Good job, keep it up. #sarcastic pic.twitter.com/G95U2nF4Rq"
"535","@ukagarwal @Nichus2012 Umeshji was that a #sarcastic remark or were u actually congratulating me for putting up those pics."
"536","my #Generation has become so #sarcastic I can't really tell when they're not being. i just go along until #someone expect me to do work"
"537","Bowling Green lost Toledo...again. Guess who is staying a sixth year to finally see a win! #Sarcastic"
"538","That was less than the usual contact on Anthony, I'm surprised they called a foul #sarcastic"
"539","They say #sarcastic #people may be #smarter, but I am sure, they aren't #happier."
"540","Don't test my patience, I'm not good in handling my temper#sarcastic"
"541","I must think ""really... "" to myself about 20 times a day #idiots #sarcastic #angrybitch"
"542","Mens #Sarcastic Comment 'Loading' #Tshirt, teal. http://bit.ly/1LcCS8w<U+00A0>"
"543","I bet the @RaysBaseball is as happy for him as @Pirates fans are for @Bannyrooster28 #sarcastic #shady https://twitter.com/mlbgifs/status/666766372026748929<U+00A0>＃"
"544","@anna_crabb 's high-fiving skills are impeccable. <f0><U+009F><U+0096><U+0090><f0><U+009F><U+00A4><U+0093> #sarcastic"
"545","Always! #Good #Sarcastic #Perfecting the #Balance pic.twitter.com/6sgNkAm231"
"546","Its gonna be 40 degrees celcius today.  Oh joy! #sarcastic"
"547","Mmm, nailed it. #sarcasm #fluentinsarcasm #sarcastic #aquarius #aquarian #february #feb9th #1985＃ https://instagram.com/p/-MxWd8tt1v/<U+00A0>"
"548","Why #Sarcastic People Are More #Successful - http://ow.ly/UL0s4<U+00A0>"
"549","RT @JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited  http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃"
"550","Me: The boiler's gone. How long til summer? 
You: About a thousand, million days from now. 
Me: Wonderful 
#VeryBritishProblems #sarcastic"
"551","Being #sarcastic on a regular basis can add up to 3 yrs to your life. #Sarcasm is extremely #healthy for the mind."
"552","Why #sarcastic people are more successful @entrylevelrebel http://www.inc.com/jessica-stillman/why-sarcastic-people-are-more-successful.html<U+00A0>＃ via @Inc  #motivation"
"553","....looks like it keeps getting #better #sarcastic #beware #unrealistic"
"554","MAV is tipping. We keep hearing that. So ""thanks for the tip"" as #sarcastic response to #German Andy Weir sounds strange. Use your #synonyms"
"555","RT @JanRomes
No Sweat Pants Allowed - Wine Club!  #sassy #sarcastic #warm #funny http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=sr_1_1?ie=UTF8&qid=1422483908&sr=8-1&keywords=No+Sweat+Pants+Allowed+-+Wine+Club<U+00A0>＃ ＃ ＃ ＃"
"556","RT @JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited  http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃"
"557","Inevitably... #Repost @look_human with repostapp

#LookHUMAN | #sarcasm #funny #life #sarcastic＃ https://instagram.com/p/-MSFirDTjn/<U+00A0>"
"558","NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃ "
"559","Great to be back #sarcastic"
"560","just got home from 5hour travel. @apec2015ph you guys got brilliant organizers, the traffic solution was very well planned. #sarcastic"
"561","Why #Sarcastic People Are More #Successful http://bit.ly/1QINAHL<U+00A0> pic.twitter.com/Dj8VhYOyRA"
"562","So tired #gettingfucked #wtf #igfun #igfunny #igfunnies #fun #funny #funnies #sarcasm #sarcastic #quotes #igquot＃ pic.twitter.com/litr3XR1bx"
"563","Why #Sarcastic People Are More #Successful #business #entrepreneur  http://bit.ly/1LjhL1h<U+00A0> pic.twitter.com/aUCbgyX5Zo"
"564","@TheSun errrm such a lovely boy #sarcastic . rot in hell  xx"
"565","Why #Sarcastic People Are More #Successful | http://Inc.com<U+00A0> http://ow.ly/3yrWhZ<U+00A0>"
"566","If you're #sarcastic so often that even your heartfelt kindness feels like an insult... its probably time to #change something."
"567","@realDonaldTrump @SarahPalinUSA oh I get it, he is being #sarcastic. LOL... Right???"
"568","Studying is so much fun! #sarcastic"
"569","I may not have the *best* #Snapchat but I believe I have the most #sarcastic! Follow @dragcentricdeb＃ https://instagram.com/p/-KrDFVLhDo/<U+00A0>"
"570","If you don't want a #sarcastic answer... pic.twitter.com/yM46sTtfxj"
"571","I may not have the *best* #Snapchat but I believe I have the most #sarcastic! Follow me＃ https://instagram.com/p/-KqB1LPmad/<U+00A0>"
"572","Just read an article that claims #sarcastic people are more successful. And I'm like, ""A likely story."" #doomed"
"573","Why #sarcastic people are more #successful @entrylevelrebel http://www.inc.com/jessica-stillman/why-sarcastic-people-are-more-successful.html<U+00A0>＃ via @Inc"
"574","Because, #science! RT @nextshark #Sarcastic People All Have One Thing in Common: They＊re More Creative Than You http://nextshark.com/sarcastic-people/<U+00A0>＃"
"575","Want to be more #creative - Start by being more #Sarcastic http://goo.gl/YedMBl<U+00A0> (thanks to  @HuffPostScience) pic.twitter.com/bJSAq1nD9F"
"576","Thanks #Sarcastic Wife for the follow! Check Out Our #unlockcode #website for #apple #iphone #samsung #LG #Unlock #swiftunlock www.swiftunl＃"
"577","Work Sucks #shabba #dildo #sextoys #funnypictures #funny #sarcasm #sarcastic https://instagram.com/p/-KaKzSTFss/<U+00A0>"
"578","Why are raincoats yellow? #funnypictures #funny #sarcasm #sarcastic #clowningaboutfromengland #raining https://instagram.com/p/-KaCHhTFsk/<U+00A0>"
"579","Research concluded that #sarcastic people are more #successful. #intelligence #trust #mentalworkout
http://www.inc.com/jessica-stillman/why-sarcastic-people-are-more-successful.html<U+00A0>＃"
"580","@kathleenwattle @DailyNewsBin Too bad we don't have a strong leader that will stand up to terrorists. #Sarcastic"
"581","She looks # #very #happy 
Happy #wife ...... happy #life 
Be careful. .... #sarcastic pic.twitter.com/8V0SBuEYdd"
"582","Hey Shepard Smith who are the hardliners of the Republican Party your talking about. You seem to think we all know who they are?
#Sarcastic"
"583","Sometimes getting no recognition, is the best. #sarcastic"
"584","Why #Sarcastic People Are More Successful #creativity
http://ow.ly/UJ02a<U+00A0>"
"585","Most of the time I'm so #sarcastic people think I'm #serious"
"586","Why #Sarcastic People Are More Successful http://bit.ly/1SwM3ms<U+00A0> pic.twitter.com/xFoSAASo3t"
"587","@TexanSarcastic @whnt -- because Texas is known for providing services to citizens. #sarcastic"
"588","#Sarcastic people are more successful? @entrylevelrebel http://www.inc.com/jessica-stillman/why-sarcastic-people-are-more-successful.html<U+00A0>＃ via @Inc"
"589","Why #Sarcastic People Are More #Successful http://buff.ly/1X2GWvC<U+00A0> #successfulpeople"
"590","Thanks @OzarksOzone, you're right we are building a football program here in Lamar. Where have you been the last 4 years? #sarcastic"
"591","@thepugdog this would be #sarcastic[sic]alliteration @NicolasSarkozy 's babymom no? https://twitter.com/maitlis/status/666310939713609728<U+00A0>＃"
"592","First class canceled...shocker!!! #sarcastic #neverhaveclass"
"593","Are #sarcastic people more #successful? New #research says yes. Here's why: http://ow.ly/UHVCI<U+00A0> via @Inc"
"594","#TheView  They used belt bombs and a drive by with machine guns. Thank you gang members #sarcastic"
"595","@PaulaChihuahua if u don't bear children my lady tumors will occupy your body. P. S. Am serious am not been #sarcastic"
"596","So Notre dame is playing a ""home"" game in Boston against Boston College. Yeah I don't see anything wrong with that. #genius #sarcastic"
"597","@POTUS @FoxNews @TheFive You are a disgrace , we need a show of force to eliminate #ISIS #toobusy #sarcastic #lostinthefog"
"598","Oscar Wilde Heaven Friends Quote https://www.etsy.com/listing/255423039/oscar-wilde-heaven-friends-typography<U+00A0>＃  #typography #poster #wallart #funny #sarcastic  #art pic.twitter.com/teUb1Pc42R"
"599","Hey what's up! How about you go and like our page then!!

#sarcasm #sarcastic #justjoking  https://twitter.com/brianslanughte/status/666252276617506816<U+00A0>＃"
"600","If someone leave then there's someone already coming. Just accept it and move on . #sarcastic"
"601","@ajaymgoel @Balaindrajith @DailyO_ #It is defective! Assessment of many # Ministers is totally #defective!was being #sarcastic!No fan ofSZI!"
"602","RT @JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited  http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃"
"603","Hw cm evry twitter is #sarcastic Here .matlab ittna talent hai.. twitter pe waste kar rahe ho :p"
"604","@IsraelNewsNow ooh sounds Jewish er, Zionist #sarcastic"
"605","When we got to try and and make these! So #fun 
.
.
.
#sarcasm #sarcastic #tspc #happy #cookies #bake＃ https://instagram.com/p/-I72R1oPbE/<U+00A0>"
"606","@bhadriee Sorry... I wanted to write Hindu terrorists! #sarcastic"
"607","ah the feeling of victory #sarcastic"
"608","Sometimes I think about giving up sarcasm because people are so stupid it is so difficult to insult them.
#sarcastic #sarcasm"
"609","@chrisdelia am i convincing?....I have Zelda and Super Smash Bros.......jussss sayinn yo. #sarcastic #ButAllTrue #N64folyfe #MyDogIsScute"
"610","Watching  #<U+0628><U+0644><U+0628><U+0644>_<U+062D><U+064A><U+0631><U+0627><U+0646> #<U+0627><U+062D><U+0645><U+062F>_<U+062D><U+0644><U+0645><U+064A> <U+0647><U+0647><U+0647><U+0647><U+0647><U+0647> this guy is soooo #sarcastic"
"611","The joys of experiencing the anxiety the night before a new week .... #sarcastic#anxious#smonday"
"612","We all have that one friend with this attitude. Make sure you treasure them.
#Atlantis #Disney #Sarcastic pic.twitter.com/G33WqKzZkV"
"613","Read the article . Dont get touchy .This Tweet  is #Sarcastic ..  https://twitter.com/firstpost/status/666103735953850368<U+00A0>＃"
"614","My 2nd run as a parent to a #newborn is a lil diff than my 1st run check out my #sarcastic #babymanual  http://goo.gl/prMMmz<U+00A0>"
"615","Team meeting yay!! #sarcastic"
"616","Yeah its called #sarcastic #kissmyass https://twitter.com/scorpioscopess/status/666029666826895362<U+00A0>＃"
"617","We can't argue that no matter where U live, Columbus' journey was longer. Don't you agree? #gym #sarcastic #fitness ＃"
"618","We can't argue that no matter where U live, Columbus' journey was longer. Don't you agree? #gym #sarcastic #fitness pic.twitter.com/qiqGsC5DJI"
"619","Sweet. I'm (actually) good for you.. ;)
According to #science, how #sarcastic ppl're diff from everyone else: http://bit.ly/1LgZgdP<U+00A0>"
"620","NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃ ＃  "
"621","Hmm. Do we wait till spring training for something to look forward too. SMH. #sarcastic"
"622","I wanted a gem but the cave was devoid of anything more valuable than a stone... #Sarcastic"
"623","Q: How #Sarcastic Are You?
A: Apparently, REALLY sarcastic. Oh joy. http://www.buzzfeed.com/lukebailey/the-best-quiz-in-the-world-ever?utm_term=.glRezJrG6J<U+00A0>＃ via @imbadatlife @BuzzFeedUK"
"624","RT @Car01am: RT @JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited  http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃"
"625","@greateranglia and then another bus to ingatestone and a train from there on. Really helpful... #sarcastic"
"626","Good thing mike pettine called those time outs for the steelers to get more points. #browns #sarcastic #firepettine"
"627","Nice tackle in space @jairusbyrd #Sarcastic #YouWiffed"
"628","@ALL_CAPS I was being #sarcastic :) Thought they give up a lot of good data because of upass and paper passes"
"629","My daughter is so #sarcastic"
"630","So happy my @netflix won't load past 25% for the last week! #sarcastic"
"631","No worries people #obama knows what he's doing!! We will be safe here in the USA!! #sarcastic pic.twitter.com/3NKVdFLVdd"
"632","Finally! Na-charge ko rin ang phone kong pang-world class. #sarcastic"
"633","I used to be #sarcastic. Then I learned people actually love those kind nowadays. Now I just stare."
"634","The problem is, I am these things. Haha. #funny #regram #repost @the_bitch_bible #sarcastic #angry＃ https://instagram.com/p/-G-lGHRCMw/<U+00A0>"
"635","@afcw_bubble She got knocked out? No way!!! #sarcastic"
"636","Having #sarcastic #friends will make you more #creative. #Sarcasm is considered a #brain stimulant. #science #psychiatry #Humanity #mood"
"637","Just in time.
Mrs, Satiago's book #stupidnesisForever
Even the smart people can make stupid #sarcastic #joke LOL pic.twitter.com/CyVnSjffij"
"638","i don't wanna hurt anyone's sentiment but this is the most  #sarcastic comment i read yesterday that made me... http://fb.me/4jmgZ5WhD<U+00A0>"
"639","i don't wanna hurt anyone's sentiment but this is the most #sarcastic comment i read yesterday that made me... http://fb.me/4zfbdfpjd<U+00A0>"
"640","RT @JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited  http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃"
"641","Guess Rhonda left the ring to avoid the interview #Goodsport #sarcastic #UFC193"
"642","pray for paris? are you sure? have you ever prayed for syria and palestine? the same case happens everyday, and where are you? #sarcastic"
"643","@JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃ ＃ "
"644"," When you send a #buddy at #work a #photo and you＊re being a #sarcastic #asshole. #peanuts #snoopy... http://tmblr.co/ZUyvYx1y5bOto<U+00A0>"
"645","Those moments when a meal tastes so good you can't give a #sarcastic answer."
"646","Overthrow WIDE OPEN RB, Love This Game #Sarcastic #PS4share
http://youtu.be/qRRRmIKM4gI<U+00A0>"
"647","Man fuck all that ..Fuck all that...And I am being #Sarcastic..............""#LetsPrayAboutIt"""
"648","@suze109 
Actually my sense of humor is quite #sarcastic
Ever hear of the gang of 8?
No..not bang of 8 or 8 is enough.  Read much?
Guess not"
"649","Morning Mantra. #MoveBitch #Sarcastic https://instagram.com/p/-FkMNVGvbz/<U+00A0>"
"650","I love how the people in life that care about you a lot talk BS about you anyway #sarcastic"
"651","For the first time I have no #Sarcastic #Ass #Witty remark back. Something must be wrong.........."
"652","@Pedro_19_ I like the ""round about"" tactic you used there #sarcastic #Mrazek"
"653","http://m.bbc.co.uk/weather/2656708/<U+00A0>＃ god tomorrow looks promising #sarcastic #ScottishWeather #workingfortheweekend"
"654","The ""Stop taking my pictures"" face #stoptakingmypics #face #dog #pet #annoyed #sarcastic #bored #likeaboss pic.twitter.com/fUJb4GOKYQ"
"655","Absolutely love when my opinion doesn't matter. Especially when it involves where I might be living. #fuck #nothappy #sarcastic #screwthat"
"656","Retweeted K.R.Rowe (@KRRowe):

RT NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful... http://fb.me/6QRK1kHTh<U+00A0>"
