"text","link","reply","class"
"Not sure if anyone else is doing anything for Black Friday I've seen little about it",0,0,1
"no Don't think so But I think you may have hit the  button",0,1,1
"It's just a little snit between Russia and Turkey What could possibly go wrong",0,1,1
"Situation heating up",1,0,1
"His view was understood by their own way by the media and made a big issue out of it Truly Tolerant India winkwink",0,1,1
"yeepee that's what we need  more lethal weapons",0,1,1
"tell me what issues  who I should focus on I'm very new to this truther thing",0,0,1
"Facebook is down god help us all",0,0,1
"VividKaren RT 2AFight Man so glad for the hope  change  pic tcot tgdn PJNET LNYHBT ccot RedNat",1,0,1
"Such responsibility you have there",0,0,1
"Shearere13 RT 2AFight Man so glad for the hope  change  pic tcot tgdn PJNET LNYHBT ccot RedNat",1,0,1
"Man so glad for the hope  change  pic tcot tgdn PJNET LNYHBT ccot RedNationRising SGP",1,0,1
"of course it does",0,1,1
"Well what a phucing surprise slow clap",1,0,1
"Losing my battle with my first winter head ng my voice too5am wide y should be fun",1,0,1
"So FFA have essentially put out a statement asking ppl to stop making death threats to RW on White Ribbion DayWell done guys",0,0,1
"But the government cut backs are working so well",0,1,1
"And Inquisition is only a little bit perverted social regulation mode",0,1,1
"Of course  has huge knowledge of the issues  face  stopthecuts",0,1,1
"another productive conversation with",0,0,1
"we need Pi back he was such a great character",0,1,1
"21stCenturyLearning heterosexual manMaintain a balance between wife mother and boss21stcenturylife",0,0,1
"Thanks for inviting him mom",0,0,1
"think Im going to finally post pics of the deadpool variant covers Ive picked up over the last month due to public demand an all",0,0,1
"anxiety attacks are awesome",0,0,1
"read your piece on encryption was feeling so low so down and this humorous commentary of yours picked me up thanks",0,1,1
"Omg Seems like we all misunderstood Amir Khan's comments His wife must be afraid of fatwa issuers as pointed out by AR Rehman",0,0,1
"1254 PST Still no servers Last in world to play Making west coast america real priority",0,1,1
"Thanks  for not showing TheBlock in HD That wouldn't have been awesome at all",0,0,1
"I am not liking bieber songs",0,0,1
"right because everyone knows that new versions of AngularJs don't need any ceremonies",0,1,1
"I love your  Me me smile each time I read your comments  You need to Train bagwork padwork spar burnoffsomeenergy",0,1,1
"HAHAHA the comments i read portray a damn tolerant society   AmirKhan",0,1,1
"I love globe",0,0,1
"Must be the historians cuz Trump is incapable of being wrong",0,0,1
"Oh please We can see how patriotic our people are",0,1,1
"So you don't think POC are oppressed You poor misguided victim",0,1,1
"Well nobody saw that coming did they",1,0,1
"My twitter feedDay 1 Amir Khan crap crap  crapDay 2 Amir Khan innocent innocent  innocentPsst Sarcasm AmirKhan",0,0,1
"Every startup entrepreneur is so wishing for this guy to be his/her uncle chachu taaya phupa etc",1,0,1
"Let's keep bombing Syria until they realise that violence and killing people solves nothing",0,1,1
"Oh I do love being in   whydoIbother",1,0,1
"but but its a religion of peace  IslamIsTheProblem",0,1,1
"the staff at your Fairfield VIC always seem so happy to be at work",0,1,1
"Got stepped on in my game today Good thing I had my ridiculously oversized goalie gear on",1,0,1
"If there's a ratemystudent website I think the professors would be proud",0,0,1
"domdyer70 RT Lepista CATimB domdyer70 Yay Tim Bonner for SomersetWT VP",0,0,1
"What a threatening rescue helicopter it must have been to prompt such a violent response",0,1,1
"How to get a girl in 3 steps      Step 1 Be an asshole        Step 2 Cheat on her          Step 3 Be abusive",0,0,1
"LOL Seb Coe  Corrupt  after all his lobbying for London 2012  NEVER hahahaha  no way he is corrupt",0,0,1
"Yay Tim Bonner for  VP",0,0,1
"Just trying to transition into stand up comedy This seemed like a good platform  again",1,0,1
"I love internal audits",0,0,1
"Yeah it's refugees we should be afraid of  Innocent Dad Left Paralyzed After Cops Beat Him",1,0,1
"And it got so much better",0,0,1
"those are awesome in reverse where you go to sleep and dream ur still at work  D",0,1,1
"Check out these before and after photos Nice ain't it",1,0,1
"No it's cool I would rather be doing drugs than hang out with me too   braindead toofabulousforthis",0,0,1
"I have two night classes next semester yay me D collegelife",0,0,1
"Meme  Agreement goes both ways So shut upfunny  funnypictures humor humour haha haters hatersg",1,0,1
"another shooting tonight at 4thPrecinctShutDown I blame Black Lives Matter everyone knows by bringin up racism you create racism",0,0,1
"8 mins late In the pouring rain No worries southern cheers",0,0,1
"You  always know how to make me feel oh so great",0,0,1
"Fruity Pebbles are Paleo because the Flintstones were around in the Paleolithic period",1,0,1
"who'd want that",0,1,1
"Someone stabbing the air with something sharp 7ft from me and then cops coming in and arresting said persongreat start to break",0,0,1
"Oh I forgot you called me for your work  Smiles",0,0,1
"3 Waiting for an hour in the curb thanks to ridiculous traffic thanksLAX",0,0,1
"its 715am ill be back home in 12 hours neat",0,0,1
"Can't imagine MSM helping the administration in any way That would be biased DemSuperPac caught again",1,0,1
"My very favorite thing is when my roommates invite people over without giving me ANY WARNING  GetMeOutOfHere",0,0,1
"Militants attack army camp Army camp to surrender to show that the country in tolerant to attacks fakenews",0,0,1
"Much earlier I guess ever since you started BSing on twitter  I hope you see how intolerant your post are",0,1,1
"Watching Netflix and you realize you're chillin' alone  HowAboutDateAndGetToKnowEachOther",1,0,1
"ecards lol  sofunny hilarious newyorknyc comedyclub",1,1,1
"Wow Trickerion's going to be late AGAIN There goes my whole Trickerionthemed Thanksgiving I spent all month planning Jeez",0,0,1
"I love falling asleep to the sound of wind trying to blow my house down",0,0,1
"Yep think  will be first to get to 160 LALatGSW",0,0,1
"Life is just fantastic",0,0,1
"Feeling the love rn",0,0,1
"No problem at all but did you hear that bastard Manziel had a drink",0,1,1
"Thin skinned buggar       WineWalkabout snarky",1,0,1
"Puking What fun",0,0,1
"Filmy Ego a dedicated NOISE on Bollywood is out Films Actors Actresses MovieReleases AND",1,0,1
"No FF No XMen No New Warriors Fail This Marvel movie will bomb",0,1,1
"Holy shitwhat is that like 100 people He's fading oh my  whole racist thingy is  no",1,0,1
"Who are you to judge NOt God rightNi la lelaki gatal Jangan lah tengokPlease educate yourselfLOL",1,0,1
"Oh snaps Lea Michele is still alive Didn't see that coming ScreamQueens  hashtag",0,0,1
"Genius who stole the coppers pipes and caused an gas explosion He's a drug user obviousely 34mil in damage DrugsRAwesome  SMFH",0,0,1
"can you maybe perhaps nudge him and tell him to stop shooting",1,1,1
"Gotta thank my genetics and my hormones",0,0,1
"Y'all think Kobe can bring the Lakers back They're only down by 21",0,0,1
"Hey hi I'm here to look pretty and insult your intelligence insert something insulting to your intelligence and hairflip here",0,0,1
"Yams Now that's a vegetable of the working American",0,1,1
"Not as manly as a bayonet",0,1,1
"Todd he was a dangerous terrorist You can't give him a chance to survive",0,1,1
"Keep pleasing China big brother Sending people who fled them back It's way to roll",1,0,1
"if Nick didn't spend his time on the show crying 2nd place is awesome",0,1,1
"Dealing with basic classmates with their basic fave is so tiring and stupid",0,0,1
"no shit",0,0,1
"Thanks  you are SO MUCH BETTER THEN STEPH CURRY",1,0,1
"Smoking is bad most of the time Young people don't care  like smoking so smoke up people Don't forget to look really cool",0,0,1
"Thank you Will Barton for the 26 points tonight You have helped a lot  dfsmoneyteam",0,0,1
"are you Crazy What are you talking about It is Clear that he is not Indian He hates India  PM Modi Send him To Pak",0,1,1
"Good to see Notre Dame's second string getting a top 10 ranking soonersarepretenders",0,0,1
"Well it's  are still relevant",1,1,1
"College is so fun Finals",0,0,1
"But he feared for his life though  LaquanMcDonald",0,0,1
"It's against International Law 4Jews 2fight back against nature",0,1,1
"So time to do new things objective today get help psychological help",0,0,1
"I'm sure GOP would want to monitor certain churches to preempt conversion to Islam maybe a database",0,1,1
"I'm impressed really I am seriously so  Clearly you are scared OwnThatShit LaquanMcDonald  SweetDreamsCoward",0,1,1
"Today was a damn bundle of joy  screwthis",0,0,1
"Way to go  you showed the address of the bunker house",0,0,1
"As opposed to Obama the Master of Bringing People Together",0,0,1
"but you're right the police are totally wrong in this case",0,1,1
"So glad we have the lakers as our last chance of stopping the Warriors from making history",0,0,1
"it's meme  sure it is",1,1,1
"Dribble dribble then shoot Great offense Great defense Lakers  FireByronScott",0,0,1
"with 11 first quarter pointsI'm confident the Lakers are well on their way to slaying the beast",0,1,1
"agree but apparently he's always been such a good oke",0,1,1
"Followed by a very happy real life kitty  HongKong alleyway HxHxblackcat",1,0,1
"Wasn't from ISIS but it was black so maybe it was American",0,1,1
"Apparently it was okay when it was Jews  AllLivesMatter",1,0,1
"I really do enjoy how  found a way to get around my legal right to sit during the Pledge of Allegiance",0,0,1
"No no don't make it harder to get guns We've got bullet proof blankies  gunsense",1,0,1
"Ha Well in our world today i could see either one",1,0,1
"I have awesome friends",0,0,1
"Working on a lesson for Sunday I typed I have Siri why do I need God Maybe I'm figuring out this  thing",0,0,1
"I know I'm shocked  lol but I'm glad for them",0,1,1
"and the lack of item description that is intentional i love it it makes me want to go to the wiki to know what it does",0,0,1
"Donald Trump promises to change Pi to a much simpler 3 Ben Carson agrees p2 UniteBlue ctl",0,0,1
"WOOHOO I get to spend time with family all Thanksgiving break I'm so excited and not at all depressed  gasp",0,0,1
"Being a healthy hooker just add kale  butdelicious ilovefood",1,0,1
"She's lost the will to live The most significant feminist moment of 2005 RevengeOfTheSith",0,0,1
"ahh the struggles of commuting to work  i95traffic",0,1,1
"2 out of my 3 projects for school are completed I really enjoy spending my break doing homework",0,0,1
"Sure it's Liberals fault that Cop committed murder  LaquanMcDonald",0,1,1
"For what",1,0,1
"Excellent photo choice  Watch the narrative",1,0,1
"So glad I got up at 230AM to watch this game",0,0,1
"It's said that  is the lowest form of wit To that I say No really Hey somebody give this person a Nobel peace prize",0,0,1
"Deserves a RT because I don't think the100 fans are aware",1,0,1
"Gotta love those overly helpful types who set out to make customers days better  jobhunting graduatejobs  graphicdesign",0,0,1
"Great good fine ok",0,0,1
"S/O to everyone for getting out of the way See you soon Oakland Thanks for the sprint",0,0,1
"Can always count on a 21 y/o  orisit alwayswinning",0,0,1
"And shooting black people not so much",0,1,1
"As a fan I love my team being lectured by a former coach turned television color commentator",0,0,1
"your too kind Did we even know that they had a game tonight",0,1,1
"I was hung up on 4 times  was almost xferd to a dept I knew was closed but THANK GOD they told me happy thanksgiving",0,1,1
"Enjoying the abbreviated mounting yard from Ipswich today and the extended yammerings from Warwick Farm",0,0,1
"I have the most dysfunctional family ever wow what a blessing",0,0,1
"SO LAME Great I'm sure your boycotting will make a big difference to Aamir khan and the brands",0,1,1
"4th out of 4",0,1,1
"cont4 due to the late delivery So thank you again  pacdelivery pacwasteofmytime upset",0,1,1
"Such a role model for our children to look up to",1,0,1
"Love getting sick",0,0,1
"Good to see Roy Williams hasn't lost his sense of fashion  kstate EMAW Family",0,0,1
"I'm confused was it a retweet  He wasn't clear about it",0,1,1
"Hahahaha this is so funny   lol hahaha",1,0,1
"Hell go to Jerry Bruckheimer who really understands YA women diverse and complex characters",0,1,1
"After Aamir khan's comment We Indians are showing lots of tolerance on social media  IStandWithAamirKhan",0,0,1
"I'm sure Iowa's db deserves it considering the powerhouse passing teams he's faced",0,1,1
"yeah They should be saying praise the police",0,1,1
"thank you for confirming for delivery at 37pm and it actually arriving at 10pm  upset neveragain",1,1,1
"Lay off I have ADHD",0,1,1
"We're crushed communally so  AndThen AsIf LaquanMcDonald",0,1,1
"It baffles how ignorant some can be but I'll remember that right away once you need a favor You can count on that",0,0,1
"yeah it's been a pretty awesome couple of weeks in that regard",0,1,1
"all the good cops were waiting for day 500 to turn in bad cops Shoulda been more patient people",0,1,1
"good to know LOL  I like vikram and",0,0,1
"Ah the stomach flu it's the little things that make you feel alive",0,0,1
"ever been for Ziva's problems Even though Ziva killed her own brother to save Gibbs sorry butt I'm going to cry",0,1,1
"speaking of class your head coach sure is a gem isn't he He sure takes losses like a grown man",0,1,1
"Relearning the definition of winter clothes has been so much fun   OnAllTheLevels",0,0,1
"Now dis is news worthy of aspiring SmartCities india  Shocking IntoleranceDebate",1,0,1
"The 3 month growth spurt snuck up on me  is kicking my ass So glad it timed with traveling to Florida tomorrow  momproblems mom",0,0,1
"Sure that was justification for murder NOT  LaquanMcDonald",0,1,1
"People in hell want ice water wicked ivymorgan  bookworm bookquotes myeviltwinsister words quotes qotd",0,0,1
"yes I'm the divisive one",1,1,1
"Every Pro Minecrafter knows that you can make a pickaxe out of bowls",1,0,1
"Okay 're right I had no idea",1,1,1
"I love it when blake gets the ball and everyone else just stops and y effiecient",1,0,1
"You mean to tell me that people can't be equally good at sports  News to me  weareallgood spartanpride",0,0,1
"Tatler Tory minister on the ropes",1,0,1
"it is Totally low carb and healthy",0,1,1
"Thankfulfor  our highly developed sense of  It's so sophisticated that people think we're ignorant",0,0,1
"or a number with a sad face Thy learn so much from that",0,1,1
"ohh goodie",0,1,1
"A2  Write a number at the top of their paper with an encouraging comment like good job    hallcochat",0,0,1
"Strange that 'prophet' is the same in Hewbrew and Arabic religiousness",0,0,1
"Fair use Don't you mean not asking for explicit permission you pirate whore you",0,1,1
"Because minorities can't be racist",0,1,1
"People are REALLY judgmental I can tell just by looking at them imfunny laugh lol",0,1,1
"Dear  Why can't you be a biased reporter like 90 of the rest of Oklahoma sports talk beLESSbetter  Go pokes",0,0,1
"maybe he's claiming that one person does indeed care and that he knows they do benefitofthedoubt",0,1,1
"IMO you're just a What did someone coin A typical fan boy who can't criticize his team",0,1,1
"ly Channel Christmas Movies I must say the cast of Santa Paws really gets into character  wooden",1,0,1
"Makes sense   Mariah Carey and Lacey Chabert are former high school rivals in new Hallmark holiday movie",0,0,1
"So sad to hear pachanyc is closing What would I do without all the sweaty dudes and music interlaced with truck horns",0,0,1
"yea because oakman is so much better than ogbah  in case you didn't catch it",0,1,1
"yeaaaah  comicsans",0,1,1
"well that is a loss to the Libs",0,1,1
"Man do iPhones take great lowlight pictures My father and I at Griffith Observatory",1,0,1
"Can't wait to drive home in traffic in about 20 minutes",0,0,1
"Thanks blackfridaysale we really need a bigger tv  ginormous boysandtheirt",1,0,1
"I think my favorite part about break might be my ap homework calculus homework and 4 page paper",0,0,1
"It's said that  is the lowest form of wit To that I say No really Hey somebody give this person a Nobel peace prize",0,0,1
"So glad that my attempted detour to avoid traffic and construction took me right back to my work place 20 minutes later",0,0,1
"you're looking at it wrong This kind lady is being escorted by an armed citizen bc of brownoeoplephobia",0,1,1
"Watching The Wild Bunch leaves me astonished at how cruel film crews used to be to animals ScorpionLivesMatter",0,0,1
"We should disband the military What about all the Americans who kill other Americans",0,1,1
"thanks for fucking pissing me off to the point where i wanna punch a fucking hole through thick fucking glass bitch",0,0,1
"Who else loves Aunty Acid This shirt arrived on Mondayauntyacid  wiw mystyle mumstyle momstyle",1,0,1
"Who else loves Aunty Acid This shirt arrived on Mondayauntyacid  wiw mystyle mumstyle",1,0,1
"There's more chance of me staying in Gaza City irony",0,1,1
"The kid who's been paid to shovel my driveway is really coming thru for me so far this winter",0,0,1
"oh great let's hope they attack officers in the names of BML",0,1,1
"Gosh is there anything  doesn't know Hey Fundies can you get him to run for GOD",1,0,1
"Lemme guess Your neighbor is mostly Caucasian CaucasiansAlwaysArePartNativeAmerican",0,1,1
"Oh great Sibling storylines  NCIS",0,0,1
"excellent troll",1,0,1
"Justin Bieber send me a email saying he loves me blessed",1,0,1
"My favorite place to go right before Thanksgiving is the grocery store  ihateit",0,0,1
"Work work work Fun fun fun  ireallydolovemyjobthough",0,0,1
"I love when people try to ruin wonderful relationships Wow you aren't happy so you make everyone else suffer You tha real MVP",0,0,1
"My Mom covered all the important stuff in lifemom mother funny humor life",1,0,1
"Nestle well known as a pillar of ethics in the food world",0,1,1
"Well at least the Chicago PD had the decency to attempt covering up their murder I'm tired of murder videos",0,0,1
"The bigotry racism  now even sexism coming from Canada is simply unbelievable mepolitics UniteBlue p2",0,1,1
"Those darn hysterical moms of dead kids What do they know about protecting kids",1,0,1
"is the best",0,1,1
"teams should just stack 5 games for the last part of the season and that will guarantee a college football playoff",0,1,1
"Another late night correcting the mistakes of others  It is so Awesome I cannot begin to tell you   The unaccountable thrive",0,0,1
"Oh you Germans with your worldfamous grasp of courtesy",0,1,1
"My day is not complete unless I hear Adel's Hello song at least 1000 times  overplayed nomoreplz",0,0,1
"Keep those borders open More Muslims",0,1,1
"but you have to admit the KKK costumes are more festive than the black  cameo gear of Daesh",0,1,1
"Tee hee hee Love this crazy crazylikeafox unicorns unique weird  charming",1,0,1
"Oklahoma loses to bad Texas Notre Dame loses to 1 Clemson OU in ND out Makes sense  GoIrish",0,0,1
"didn't take long at all Good job on the quick work",1,1,1
"SNP in huge shock revelation First Minister Sturgeon says SNP will not vote for air strikes in Syria",1,0,1
"the B1G blows  SEC baby",0,1,1
"Cam clearly hates short people How will I tell my child about this Mumble mumble grumble outrage",0,1,1
"I love Atlanta and all it's pretty red Christmas lights atlanta traffic  cbs46",1,0,1
"I cannot decide whether  is the way I am or a defense mechanism",0,0,1
"silver lining  not",0,1,1
"CPF has served us well sort of says Manuel Ramirez Very Convincing Mr Ramirez  FlorFall15",0,0,1
"Remember it's a movement not just a hashtagBlackLivesMatter Minneapolis shooting",0,1,1
"ND loses to 1 in the rain and OK loses to Texas a team ND crushes Makes sense",0,1,1
"According to science here's how sarcastic people are different from everyone else",1,0,1
"So glad those murderers follow the religion of peace",0,1,1
"Its not that i want to step down fr a tweet fight with trump nazies But 1in5muslims are funnier  Lol U00A0",1,0,1
"I always knew I liked this committee  HomerAFTweets",0,0,1
"I'm so glad hip hop exists cuz without the rapper or DJ telling me 37 times in 3 minutes this is the remix I'd be very confused",0,0,1
"This kid graduated LmfaoLaquanMcDonald CNN BlackLivesMatter WeWant business",0,1,1
"Thank you to all those who posted about how it's snowing I almost didn't notice all the snow outside without you guys",0,0,1
"I can find these for 160 from China what a rip off  lol",0,1,1
"Exactly how I would try and get in the country if I were a terrorist Infographic The Screening Process",1,0,1
"feels almost sorry for poor naif Erdogan",0,1,1
"tells respected  writer hes only employed because hes partblack but Zigs NOT a racist",1,0,1
"That was fun",0,0,1
"I mean cops getting assassinated in their vehicles wouldn't cause anybody to become trigger happy",1,0,1
"I mean why would anybody be trigger happy when they see ppl saying Fuck the Police Kill All Pigs",1,0,1
"Can't wait for everybody's food pictures Thursday not",0,0,1
"stop using wolfpac to impugn Hillary Clinton's integrity  tytlive",0,1,1
"And the kick backs u have to give to the clown guild Just to get a kids party or two missingrobsilver wit",1,0,1
"Fucking disrespectful  DeathSentence",1,0,1
"I'm an old man magnet at the gym at least they think I'm hot doesgreatformyesteem",0,0,1
"at the WHITE  WHITE SUPREMACY GANG",1,1,1
"Thx for inviting me to ur bonfire friend",0,0,1
"but he was colored so  LaquanMcDonald",0,1,1
"omg thank u for ur advice wow inspire",0,1,1
"yeah that tweet was dripping with  in case you missed it LOL",0,0,1
"apparently we have a bunch of Sheldon Coopers on Twitter  toungueandcheek",0,1,1
"MWT likes film writing hangingwithfriends",0,0,1
"Love doing inventory",0,0,1
"sounds like business as usual",1,0,1
"Apple always has the most useful error descriptions",1,0,1
"With all these left wing politicians involved what could possibly go wrong  onpoli cdnpoli",0,1,1
"So classy",1,0,1
"60 degrees in late November but if you believe in climate change you're an ignorant liberal pussy Okay Good point",0,0,1
"Ive never used  nor cliches",0,1,1
"Dear Harrisburg Thanks for the road work tonight  traffic",0,0,1
"holly n kyle arguing entertains me so much and i love how good of an actress holly is   calmdoon",0,0,1
"Everyone is aware of the cute relationship between Turkey and ISIS but we shouldn't mention it because Turkey is a member of NATO",0,0,1
"But so help me if he celebrates in the end zone What a terrible rolemodel",1,0,1
"These cookies I have in my bag are 180 calories and 30g of carbs EACHI just found what I need to get big  notreally sogood",0,0,1
"But his dance moves are provocative and his smile is fake NFL",1,0,1
"they saw your twitter and thought you might not like it at UNC and want to transfer",0,1,1
"how you are sure this is him 'you took dna from this digital photo who pointed that its him'",0,1,1
"Only if Johnny Manziel would have beat his woman instead he'd still be playing  ladies",0,0,1
"C So my neighbor decided it would be a good idea to vacuum the house now It's in the middle of the night loveyourneighbor",0,0,1
"they should have picked Kapernick",0,1,1
"Very interesting Shared w hubby as he is most sarcastic and I usually don't get it   humor",0,0,1
"I think this diet looks so boring and I don't know how anyone does it you are so deprived  amaze whole30",0,1,1
"yup Let's just all bow down and shut up and watch Lol",0,1,1
"Pumped to be at the rink the entire break",0,0,1
"I'm gonna be stunned No that's not enough I'm gonna be blown away if the Ravens don't win out now JimmyClausen psych  NFL",0,0,1
"they MUST be dating because of the look on Harry's face at AMAs Oh my gosh",0,1,1
"creep mun joking loveyoumore",0,1,1
"that's all that matters to me LoveYou",0,1,1
"Yet another flawless and glitchfree Assassin's Creed game from",1,0,1
"At 30 down  Bayern with 10 men OLY had a chance  Bayern way too good Oly v Ars  score prediction UCL",0,1,1
"OH MY GOSH IM SO HAPPY FOR THIS SNOW THIS MEANS EVERYONES GOING TO FORGET HOW TO DRIVE AND ITS GOING TO BE FREEZING COLD AND YAS",0,0,1
"James lighten up brother gotta have it or all is just fucked up",0,1,1
"Eagles superbowl   Funny thing is it could happen but more than likely won't  FunToDream but it still could",0,0,1
"no worries according to  avg speed in GP lanes before toll lanes is 271 once they're put in it will be 268",0,0,1
"hey it's Tim from Racine citing sure missed hearing from that guy",0,1,1
"Yay My 3rd mouth ulcer in as many weeks",0,0,1
"I think  should add  at the end of most of his tweets so people actually understand where he's coming from",0,0,1
"Thank you   for delivering me a broken  25 I just love cracked items    just incase you couldn't tell",0,0,1
"Got to love all day shifts",1,0,1
"humour  never wasted on you mate",0,1,1
"Thanks for all the tweets today broski Feedback is essential to growth",1,0,1
"Exporting mangoes to Asia A wonderful use for greenhouseintensive transport",1,0,1
"for the people who don't understand jokes",0,1,1
"Slithering into the bottom 4 of L1 is probably the biggest achievement in our history DunnLogic CantFaultTheEffort oafc",0,0,1
"hope they didn't offend anyone",0,1,1
"so your saying that Pho I had for lunch was inappropriate Unless that's my white guilt speaking",0,1,1
"But no one would ever hack your home",1,0,1
"Soo mature Texts PureDelight AintWeNice ShadyBitch",1,0,1
"Was that a snowflake I see Let's all drive 20 mph just to be safe",0,0,1
"thanks for the help  still haven't heard anything",0,1,1
"Fantastic LinkedIn app now has a 'reach out' button",0,0,1
"One day I hope  will tell us how she really feels",0,1,1
"really couldn't tell",0,1,1
"Just ordered his jersey Exciting times",0,1,1
"My legs feel good",0,0,1
"he must be an alcoholic and out of control",0,1,1
"Making Ferguson and Shankly look like Steve Kean this lad oafc",0,0,1
"Oh yes k you so The NY SLIMES  Is a megaphone for progressives  Grow up you snob",1,1,1
"But let's stay positive because the new stadium nearly ready to open YCFC",0,0,1
"I do not know Maybe Fuck",1,0,1
"Didn't see that coming with Glen",0,1,1
"After today I dare them to call me in tomorrow iwantchato",0,0,1
"But they're not Muslim how can this be   stupidity",0,1,1
"u know everything  u shud be next President of combined refugee state which will form in near future",0,1,1
"yeah Richt doing his Sunday Cruitin show on Twitter shows he's just going to walk away",0,1,1
"My internet is so slow and doesn't work half of the time Thanks Comcast your great  dontrecommend",0,0,1
"If anyone needs hojasparatamales cornhusks we have a few  tistamaleseason",1,0,1
"flowers grapes",0,1,1
"Some people are real winners",0,0,1
"so you are advertising cooking for thanksgiving 2 days ahead wickedfresh  i guess the holiday dinner sign worked",0,1,1
"Thanksyou love me thanks funnyshit  no pictures selfies guys girls sarcastic af",1,0,1
"but as for Johnny God forbid somebody be successful and have fun at the same time",0,1,1
"I guess we have that 1 overall draft pick to look forward to",0,1,1
"No I refuse to take logic into my mad rant of hatred and stupidness",0,1,1
"Sweet my first troll",0,0,1
"i present to you",0,1,1
"a bit of",0,1,1
"because football's a great advert for capitalism",0,1,1
"If work could be any more crazy today that would be GREAT",0,0,1
"Make your holiday special for everyone not just you HappyHolidays",1,0,1
"I love the smell of coal in the morning  carbon pollution powerplant globalwarming",1,0,1
"I love the smell of coal in the morning  carbon pollution powerplant globalwarming",1,0,1
"And now begins 6 hours of listening to Dad's wonderful taste in music",0,0,1
"then it is for SURE true",0,1,1
"Christianity is so much better than Islam isn't it  atheism",0,1,1
"Hahahahaha I know wAllah  ya benti",0,1,1
"Surely politico would never play favorites I suspect said emails are an antiClinton plot VRWC",0,1,1
"Good thing there's an abundance of high end QB's coming out of college next yr  Browns cantfind1anyway",0,0,1
"My sister really picked a winner",0,0,1
"Tom Cruise up to star in The Mummy reboot yah thats going to happen",1,0,1
"Sir sorry but we all are buzy with IntoleranceDebate debate chennai can wait  IStandWithAamirKhan",0,1,1
"Yes because he's done so much on the field to show any team would want him",0,1,1
"I owe you an apology so here goes",1,1,1
"Traffic has been terrible today Can't wait to see tomorrow",0,0,1
"I see they are really stepping it up a notch next year",1,0,1
"Wow Way to go birminghamleaders You guys are awesome  smh",1,0,1
"oh yeah having a 711 there is TOTALLY needed and a good fit there  Sic Kathleen  on them",0,1,1
"I shouldn't care much but I do Getting shut out and staring at somebody's back is a great time",0,0,1
"but the problem with America is rich taking away from the poor",0,1,1
"at its best GoodJobOuttaU",0,1,1
"Dang it the bills needed him for next week",1,0,1
"Well that certainly is comforting",0,1,1
"But it's a twoday sale",1,0,1
"thanks for working all the employees on Thanksgiving  pissed",0,1,1
"Greetings from sunny California rain autumn autumnleaves weather",1,0,1
"Oh yes being pregnant means I get to experience the wonders of heartburn",0,0,1
"I guess they forgot to invite   onlythebegining weshouldbhelping",1,0,1
"The Only Running I do Is LATE",1,0,1
"The Only Running I do Is LATE",1,0,1
"The Only Running I do Is LATE",1,0,1
"The Only Running I do Is LATE",1,0,1
"hey 60 DOW pts on a near war turkey vs Russia can u imagine how up we would be if there war declared   DJIA",0,0,1
"I figured Is your ad as GREAT as the new Bartender ad from",0,1,1
"that was one time dale and it s was a 10 break where I lost it lol badjokes",0,1,1
"oh great decision to bring on the genius  on your show today he's always right",0,1,1
"Jesus wants me for a sunbeam unless you go to 3 hr Church",0,1,1
"not pumpkin peach right  CraftBeerRevolution",1,0,1
"it Friday already Nice one",1,0,1
"Shout out to the TWO of you who bought my comic last week I ain't hatin I'm just saying I'm a HERO man",0,0,1
"Conductors on the 521pm Worcester 255 out of SouthStation are the most professional in the business",0,0,1
"Guys Justin Bieber followed me on Twitter  My life is complete now",0,0,1
"AWESOME NY Launches app to report Terrorism with Big Brother eye",1,0,1
"Awesome another thing to worry about",0,0,1
"Viva el Sultan He conquered Moscow and converted its church to Islam",1,0,1
"but he can't lead",0,1,1
"Nah she should've called them rainbow unicorn crossers Illegal RightChoice",0,0,1
"I e is something sudden results of the reform taken by UPA h was not seen in last 34 yrs",1,1,1
"OA  smaller lamer sharks That's cool cause sharks were feeling left out of OceanAcidification",1,0,1
"Shocker that Robinson Cano wants to make his way back to the Yankees",1,0,1
"The old agile saying that you say no by saying yes works great with kids too Funny that",0,0,1
"Oh but yall sure stood up to Bernie Sanders though  smh icant",1,0,1
"Wait what So somebodys lying In a war situation no less",1,0,1
"What are you nuts Then the working poor might get a chance to vote and oust the donor class' candidates",0,1,1
"I'm so smart  highestformofintelligence textpost facts",1,0,1
"yes we now have a kinder gentler military The RADICAL ISLAMOFASCISTS will embrace us all because of it",0,1,1
"Audel back mint  doone",0,0,1
"Thanks  for allowing me to spend time with my family on Thanksgiving SaidNoOneEver  GeekSquad BestBuy",0,0,1
"Lol and we should totally not allow refugees into the US hahahahah amiright ladies",1,0,1
"He's the qb though He has to be a leader and set a standard for his team  WhoCares Manziel",0,1,1
"Fox News Thug Terrorist He's neither black nor a Muslim",1,0,1
"Meanwhile I have a cornea ulcer Isn't that cool What you got",0,0,1
"Ugh got a bad diaper rash at daycare If US had better parentalleave policy I might be home and rashfree right now Thanks US",0,0,1
"/nods/ i cant sleep feel dizzy good combination",0,1,1
"Favorite pastime being at the doctors office and the receptionist calling out Hope Acne instead of pronouncing it correctly",0,0,1
"What a timely tweet  AmirKhan",1,0,1
"Really I didn't know that I thought they were exclusive to students",0,1,1
"falls out of my mouth just like stupid falls from yours",0,0,1
"thank god for you and your brave work confronting the critical threats of our day You're heroes",0,1,1
"no worries it's all",0,1,1
